DAY,CUSTOMER,CUSTOMER_GROUP,CUSTOMER_STORE_ID,SKU,CATEGORY,PLANT,SALES_ORGANIZATION,SALES_REGION,SALES_PERSON,FD_DEAL_ID,SALES_VOLUME,LIST_PRICE,ORDER_SIZE_DISCOUNT,STD_DISCOUNT,CARRYING_COST,DISTRIBUTION_COST,ADVERTISING_COSTS,COGS,NET_REVENUE,POCKET_PRICE,INVOICE
20050728,Customer B-US (0021004616),LARGE,00003,WAF-34333,B2A3B3Category,Plant NJ,Houston,US,Sharon Collins,30,30,29100,2619,1620.861008,50,1455,873,14550,556.7393318,16891.73933,22179.73933
20050728,Customer B-US (0021004616),LARGE,00003,WAF-34333,B2A3B3Category,Plant NJ,Houston,US,Sharon Collins,30,30,29100,2619,1620.861008,50,1455,873,14550,556.7393318,16891.73933,22179.73933
20050728,Customer B-US (0021004616),LARGE,00003,WAF-34333,B2A3B3Category,Plant NJ,Houston,US,Sharon Collins,30,30,29100,2619,1620.861008,50,1455,873,14550,556.7393318,16891.73933,22179.73933
20050728,Customer B-US (0021004616),LARGE,00003,WAF-34333,B2A3B3Category,Plant NJ,Houston,US,Sharon Collins,30,30,29100,2619,1620.861008,50,1455,873,14550,556.7393318,16891.73933,22179.73933
20050728,Customer B-US (0021004616),LARGE,00003,WAF-34333,B2A3B3Category,Plant NJ,Houston,US,Sharon Collins,30,30,29100,2619,1620.861008,50,1455,873,14550,556.7393318,16891.73933,22179.73933
20050728,Customer B-US (0021004616),LARGE,00003,WAF-34333,B2A3B3Category,Plant NJ,Houston,US,Sharon Collins,30,30,29100,2619,1620.861008,50,155,873,14550,556.7393318,16891.73933,22179.73933
20050728,Customer B-US (0021004616),LARGE,00003,WAF-34333,B2A3B3Category,Plant NJ,Houston,US,Sharon Collins,30,30,29100,2619,1620.861008,50,1455,873,14550,556.7393318,16891.73933,22179.73933
20050717,Gate Appliances,MEDIUM,82,SPE-93293,Stoves,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,3,4440,0,267.468056111681,50,271.776542576566,133.2,1841.8381024638,838.38330381062,3077.22140627442,3754.19794885099
20050717,Gate Appliances,MEDIUM,82,SPE-93293,Stoves,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,3,4440,0,267.468056111681,50,271.776542576566,133.2,1841.8381024638,838.38330381062,3077.22140627442,3754.19794885099
20050717,Gate Appliances,MEDIUM,82,SPE-93293,Stoves,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,3,4440,0,267.468056111681,50,271.776542576566,133.2,1841.8381024638,838.38330381062,3077.22140627442,3754.19794885099
20050717,Gate Appliances,MEDIUM,82,SPE-93293,Stoves,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,3,4440,0,267.468056111681,50,271.776542576566,133.2,141.8381024638,838.38330381062,3077.22140627442,3754.19794885099
20050717,Gate Appliances,MEDIUM,82,SPE-93293,Stoves,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,3,4440,0,267.468056111681,50,271.776542576566,133.2,1841.8381024638,838.38330381062,3077.22140627442,3754.19794885099
20050717,Gate Appliances,MEDIUM,82,SPE-93293,Stoves,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,3,4440,0,267.468056111681,50,271.776542576566,133.2,1841.8381024638,838.38330381062,3077.22140627442,3754.19794885099
20050717,Gate Appliances,MEDIUM,82,SPE-93293,Stoves,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,3,4440,0,267.468056111681,50,271.776542576566,133.2,1841.8381024638,838.38330381062,3077.22140627442,3754.19794885099
20050717,Gate Appliances,MEDIUM,82,SPE-93293,Stoves,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,3,4440,0,267.468056111681,50,271.776542576566,133.2,1841.8381024638,838.38330381062,3077.22140627442,3754.19794885099
20051002,Gate Appliances,MEDIUM,82,XYZ-78333,Clothes Dryers,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,10,11900,357,679.268354632379,50,834.252856164605,357,4633.91092585309,2027.5468744014,7486.4578002545,9640.72106691193
20051002,Gate Appliances,MEDIUM,82,XYZ-78333,Clothes Dryers,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,10,11900,357,679.268354632379,50,834.252856164605,357,4633.91092585309,2027.5468744014,7486.4578002545,9640.72106691193
20051002,Gate Appliances,MEDIUM,82,XYZ-78333,Clothes Dryers,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,10,11900,357,679.268354632379,50,834.252856164605,357,4633.91092585309,2027.5468744014,7486.4578002545,9640.72106691193
20051002,Gate Appliances,MEDIUM,82,XYZ-78333,Clothes Dryers,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,10,11900,357,679.268354632379,50,834.252856164605,357,4633.91092585309,2027.5468744014,7486.4578002545,9640.72106691193
20051002,Gate Appliances,MEDIUM,82,XYZ-78333,Clothes Dryers,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,10,11900,357,679.268354632379,50,834.252856164605,357,4633.91092585309,2027.5468744014,7486.4578002545,9640.72106691193
20051002,Gate Appliances,MEDIUM,82,XYZ-78333,Clothes Dryers,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,10,11900,357,679.268354632379,50,834.252856164605,357,4633.91092585309,2027.5468744014,7486.4578002545,9640.72106691193
20051002,Gate Appliances,MEDIUM,82,XYZ-78333,Clothes Dryers,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,10,11900,357,679.268354632379,50,834.252856164605,357,4633.91092585309,2027.5468744014,7486.4578002545,9640.72106691193
20051002,Gate Appliances,MEDIUM,82,XYZ-78333,Clothes Dryers,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,10,11900,357,679.268354632379,50,834.252856164605,357,4633.91092585309,2027.5468744014,7486.4578002545,9640.72106691193
20040709,Gate Appliances,MEDIUM,82,AAS-56338,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,10,7990,239.7,462.28739265039,50,596.054378681158,239.7,3915.1,705.645542946448,5250.24554294645,6535.49992162761
20040709,Gate Appliances,MEDIUM,82,AAS-56338,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,10,7990,239.7,462.28739265039,50,596.054378681158,239.7,3915.1,705.645542946448,5250.24554294645,6535.49992162761
20040709,Gate Appliances,MEDIUM,82,AAS-56338,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,10,7990,239.7,462.28739265039,50,596.054378681158,239.7,3915.1,705.645542946448,5250.24554294645,6535.49992162761
20040709,Gate Appliances,MEDIUM,82,AAS-56338,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,10,7990,239.7,462.28739265039,50,596.054378681158,239.7,3915.1,705.645542946448,5250.24554294645,6535.49992162761
20040709,Gate Appliances,MEDIUM,82,AAS-56338,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,10,7990,239.7,462.28739265039,50,596.054378681158,239.7,3915.1,705.645542946448,5250.24554294645,6535.49992162761
20040709,Gate Appliances,MEDIUM,82,AAS-56338,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,10,7990,239.7,462.28739265039,50,596.054378681158,239.7,3915.1,705.645542946448,5250.24554294645,6535.49992162761
20040709,Gate Appliances,MEDIUM,82,AAS-56338,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,10,7990,239.7,462.28739265039,50,596.054378681158,239.7,3915.1,705.645542946448,5250.24554294645,6535.49992162761
20040709,Gate Appliances,MEDIUM,82,AAS-56338,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,10,7990,239.7,462.28739265039,50,596.054378681158,239.7,3915.1,705.645542946448,5250.24554294645,6535.49992162761
20040224,Gate Appliances,MEDIUM,82,PAS-51292,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,2,2598,0,171.724997900164,50,150.254709603194,77.94,1324.98,-86.64587427811,1622.15412572189,2084.39423395287
20040224,Gate Appliances,MEDIUM,82,PAS-51292,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,2,2598,0,171.724997900164,50,150.254709603194,77.94,1324.98,-86.64587427811,1622.15412572189,2084.39423395287
20040224,Gate Appliances,MEDIUM,82,PAS-51292,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,2,2598,0,171.724997900164,50,150.254709603194,77.94,1324.98,-86.64587427811,1622.15412572189,2084.39423395287
20040224,Gate Appliances,MEDIUM,82,PAS-51292,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,2,2598,0,171.724997900164,50,150.254709603194,77.94,1324.98,-86.64587427811,1622.15412572189,2084.39423395287
20040224,Gate Appliances,MEDIUM,82,PAS-51292,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,2,2598,0,171.724997900164,50,150.254709603194,77.94,1324.98,-86.64587427811,1622.15412572189,2084.39423395287
20040224,Gate Appliances,MEDIUM,82,PAS-51292,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,2,2598,0,171.724997900164,50,150.254709603194,77.94,1324.98,-86.64587427811,1622.15412572189,2084.39423395287
20040224,Gate Appliances,MEDIUM,82,PAS-51292,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,2,2598,0,171.724997900164,50,150.254709603194,77.94,1324.98,-86.64587427811,1622.15412572189,2084.39423395287
20040224,Gate Appliances,MEDIUM,82,PAS-51292,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,2,2598,0,171.724997900164,50,150.254709603194,77.94,1324.98,-86.64587427811,1622.15412572189,2084.39423395287
20050619,Gate Appliances,MEDIUM,82,PAB-74131,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,4,4796,0,288.12218301449,50,276.964993635287,143.88,2551.46125917114,207.319125424001,3390.42038459514,4005.14537823043
20050619,Gate Appliances,MEDIUM,82,PAB-74131,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,4,4796,0,288.12218301449,50,276.964993635287,143.88,2551.46125917114,207.319125424001,3390.42038459514,4005.14537823043
20050619,Gate Appliances,MEDIUM,82,PAB-74131,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,4,4796,0,288.12218301449,50,276.964993635287,143.88,2551.46125917114,207.319125424001,3390.42038459514,4005.14537823043
20050619,Gate Appliances,MEDIUM,82,PAB-74131,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,4,4796,0,288.12218301449,50,276.964993635287,143.88,2551.46125917114,207.319125424001,3390.42038459514,4005.14537823043
20050619,Gate Appliances,MEDIUM,82,PAB-74131,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,4,4796,0,288.12218301449,50,276.964993635287,143.88,2551.46125917114,207.319125424001,3390.42038459514,4005.14537823043
20050619,Gate Appliances,MEDIUM,82,PAB-74131,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,4,4796,0,288.12218301449,50,276.964993635287,143.88,2551.46125917114,207.319125424001,3390.42038459514,4005.14537823043
20050619,Gate Appliances,MEDIUM,82,PAB-74131,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,4,4796,0,288.12218301449,50,276.964993635287,143.88,2551.46125917114,207.319125424001,3390.42038459514,4005.14537823043
20050619,Gate Appliances,MEDIUM,82,PAB-74131,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,4,4796,0,288.12218301449,50,276.964993635287,143.88,2551.46125917114,207.319125424001,3390.42038459514,4005.14537823043
20051024,Gate Appliances,MEDIUM,82,SAE-46439,Stoves,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,1,1410,0,85.384041086376,50,80.1216755470473,42.3,644.468053324078,140.597812017619,955.565865341696,1198.48754088874
20051024,Gate Appliances,MEDIUM,82,SAE-46439,Stoves,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,1,1410,0,85.384041086376,50,80.1216755470473,42.3,644.468053324078,140.597812017619,955.565865341696,1198.48754088874
20051024,Gate Appliances,MEDIUM,82,SAE-46439,Stoves,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,1,1410,0,85.384041086376,50,80.1216755470473,42.3,644.468053324078,140.597812017619,955.565865341696,1198.48754088874
20051024,Gate Appliances,MEDIUM,82,SAE-46439,Stoves,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,1,1410,0,85.384041086376,50,80.1216755470473,42.3,644.468053324078,140.597812017619,955.565865341696,1198.48754088874
20051024,Gate Appliances,MEDIUM,82,SAE-46439,Stoves,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,1,1410,0,85.384041086376,50,80.1216755470473,42.3,644.468053324078,140.597812017619,955.565865341696,1198.48754088874
20051024,Gate Appliances,MEDIUM,82,SAE-46439,Stoves,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,1,1410,0,85.384041086376,50,80.1216755470473,42.3,644.468053324078,140.597812017619,955.565865341696,1198.48754088874
20051024,Gate Appliances,MEDIUM,82,SAE-46439,Stoves,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,1,1410,0,85.384041086376,50,80.1216755470473,42.3,644.468053324078,140.597812017619,955.565865341696,1198.48754088874
20051024,Gate Appliances,MEDIUM,82,SAE-46439,Stoves,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,1,1410,0,85.384041086376,50,80.1216755470473,42.3,644.468053324078,140.597812017619,955.565865341696,1198.48754088874
20040605,Gate Appliances,MEDIUM,82,AAS-51292,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,8,6392,153.408,390.037126922085,50,322.852967346204,191.76,3132.08,471.155372603624,4142.83537260362,5027.04833994983
20040605,Gate Appliances,MEDIUM,82,AAS-51292,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,8,6392,153.408,390.037126922085,50,322.852967346204,191.76,3132.08,471.155372603624,4142.83537260362,5027.04833994983
20040605,Gate Appliances,MEDIUM,82,AAS-51292,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,8,6392,153.408,390.037126922085,50,322.852967346204,191.76,3132.08,471.155372603624,4142.83537260362,5027.04833994983
20040605,Gate Appliances,MEDIUM,82,AAS-51292,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,8,6392,153.408,390.037126922085,50,322.852967346204,191.76,3132.08,471.155372603624,4142.83537260362,5027.04833994983
20040605,Gate Appliances,MEDIUM,82,AAS-51292,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,8,6392,153.408,390.037126922085,50,322.852967346204,191.76,3132.08,471.155372603624,4142.83537260362,5027.04833994983
20040605,Gate Appliances,MEDIUM,82,AAS-51292,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,8,6392,153.408,390.037126922085,50,322.852967346204,191.76,3132.08,471.155372603624,4142.83537260362,5027.04833994983
20040605,Gate Appliances,MEDIUM,82,AAS-51292,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,8,6392,153.408,390.037126922085,50,322.852967346204,191.76,3132.08,471.155372603624,4142.83537260362,5027.04833994983
20040605,Gate Appliances,MEDIUM,82,AAS-51292,Refrigerators,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,8,6392,153.408,390.037126922085,50,322.852967346204,191.76,3132.08,471.155372603624,4142.83537260362,5027.04833994983
20050428,Gate Appliances,MEDIUM,82,CAE-62453,Clothes Dryers,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,12,15120,544.32,902.513250706023,50,922.852981530449,453.6,5745.6,2796.8343432623,9538.4343432623,11720.8873247928
20050428,Gate Appliances,MEDIUM,82,CAE-62453,Clothes Dryers,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,12,15120,544.32,902.513250706023,50,922.852981530449,453.6,5745.6,2796.8343432623,9538.4343432623,11720.8873247928
20050428,Gate Appliances,MEDIUM,82,CAE-62453,Clothes Dryers,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,12,15120,544.32,902.513250706023,50,922.852981530449,453.6,5745.6,2796.8343432623,9538.4343432623,11720.8873247928
20050428,Gate Appliances,MEDIUM,82,CAE-62453,Clothes Dryers,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,12,15120,544.32,902.513250706023,50,922.852981530449,453.6,5745.6,2796.8343432623,9538.4343432623,11720.8873247928
20050428,Gate Appliances,MEDIUM,82,CAE-62453,Clothes Dryers,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,12,15120,544.32,902.513250706023,50,922.852981530449,453.6,5745.6,2796.8343432623,9538.4343432623,11720.8873247928
20050428,Gate Appliances,MEDIUM,82,CAE-62453,Clothes Dryers,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,12,15120,544.32,902.513250706023,50,922.852981530449,453.6,5745.6,2796.8343432623,9538.4343432623,11720.8873247928
20050428,Gate Appliances,MEDIUM,82,CAE-62453,Clothes Dryers,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,12,15120,544.32,902.513250706023,50,922.852981530449,453.6,5745.6,2796.8343432623,9538.4343432623,11720.8873247928
20050428,Gate Appliances,MEDIUM,82,CAE-62453,Clothes Dryers,Plant Not Determined,St. Louis - Large Team,US,Edward Taylor,1,12,15120,544.32,902.513250706023,50,922.852981530449,453.6,5745.6,2796.8343432623,9538.4343432623,11720.8873247928
20041112,Gate Appliances,MEDIUM,82,SAE-46439,Stoves,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,1,1410,0,92.279199533874,50,68.1193379868194,42.3,634.5,129.158381464279,934.158381464279,1165.0777194511
20041112,Gate Appliances,MEDIUM,82,SAE-46439,Stoves,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,1,1410,0,92.279199533874,50,68.1193379868194,42.3,634.5,129.158381464279,934.158381464279,1165.0777194511
20041112,Gate Appliances,MEDIUM,82,SAE-46439,Stoves,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,1,1410,0,92.279199533874,50,68.1193379868194,42.3,634.5,129.158381464279,934.158381464279,1165.0777194511
20041112,Gate Appliances,MEDIUM,82,SAE-46439,Stoves,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,1,1410,0,92.279199533874,50,68.1193379868194,42.3,634.5,129.158381464279,934.158381464279,1165.0777194511
20041112,Gate Appliances,MEDIUM,82,SAE-46439,Stoves,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,1,1410,0,92.279199533874,50,68.1193379868194,42.3,634.5,129.158381464279,934.158381464279,1165.0777194511
20041112,Gate Appliances,MEDIUM,82,SAE-46439,Stoves,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,1,1410,0,92.279199533874,50,68.1193379868194,42.3,634.5,129.158381464279,934.158381464279,1165.0777194511
20041112,Gate Appliances,MEDIUM,82,SAE-46439,Stoves,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,1,1410,0,92.279199533874,50,68.1193379868194,42.3,634.5,129.158381464279,934.158381464279,1165.0777194511
20041112,Gate Appliances,MEDIUM,82,SAE-46439,Stoves,Plant Not Determined,St. Louis - Large Team,US,Jason Lee,1,1,1410,0,92.279199533874,50,68.1193379868194,42.3,634.5,129.158381464279,934.158381464279,1165.0777194511
20061018,Customer B-US (0021004616),LARGE,00003,WAF-34333,B2A3B3Category,Plant NJ,Houston,US,Sharon Collins,8,8,7760,186.24,363.5982896,50,388,232.8,3880,240.6985381,4728.698538,6445.56203
20061018,Customer B-US (0021004616),LARGE,00003,WAF-34333,B2A3B3Category,Plant NJ,Houston,US,Sharon Collins,8,8,7760,186.24,363.5982896,50,388,232.8,3880,240.6985381,4728.698538,6445.56203
20061018,Customer B-US (0021004616),LARGE,00003,WAF-34333,B2A3B3Category,Plant NJ,Houston,US,Sharon Collins,8,8,7760,186.24,363.5982896,50,388,232.8,3880,240.6985381,4728.698538,6445.56203
20061018,Customer B-US (0021004616),LARGE,00003,WAF-34333,B2A3B3Category,Plant NJ,Houston,US,Sharon Collins,8,8,7760,186.24,363.5982896,50,388,232.8,3880,240.6985381,4728.698538,6445.56203
